Date,Time,Site,Project,Bottle,pH,Temp,DO,SpCond,Turb,ChlugL,Pheo,Cl,Alk,NH3,NO2,NOx,NO3,Si,SO4,OP,TP,TN,TDN,TN_TP_mass,TN_TP_molar,DIN_TP_mass,DIN_TP_molar,SS,Comment
4/29/2019,0:00,WM,DIEL,1,7.64,11.8,9.62,370.0,72.6,,,26.50,,0.039,21.0,1.930,1.909,4.050,26.5,9.9,142,,,,,1.142,1.487,,
4/29/2019,4:00,WM,DIEL,1,7.57,11.5,8.67,396.0,64.8,,,27.40,,0.011,36.0,1.671,1.635,3.620,28.1,11.0,138,,,,,1.086,1.431,,
4/29/2019,6:00,WM,DIEL,1,7.66,10.8,9.48,357.0,81.0,,,26.40,,0.052,19.0,1.967,1.948,4.260,25.7,14.0,148,,,,,1.135,1.480,,
4/29/2019,4:00,BR,RL,1,8.16,,,,,,,24.10,,,,3.180,,6.070,26.0,10.0,94,,,,,1.529,1.874,21.78,
4/29/2019,4:00,WM,RL,1,,,,,,,,27.40,,,,1.670,,,28.1,11.0,138,,,,,1.083,1.427,66.22,
4/29/2019,7:45,BR,RL,1,8.21,,,,,,,26.90,,,,3.400,,6.500,29.3,9.0,75,,,,,1.656,2.001,16.34,
4/29/2019,8:12,WM,RL,1,,,,,,,,25.40,,,,1.360,,,27.0,11.0,102,,,,,1.125,1.470,46.48,
4/29/2019,12:00,BR,RL,1,8.14,,,,,,,27.30,,,,3.370,,6.060,29.5,4.0,105,,,,,1.506,1.851,12.16,
4/29/2019,12:00,WM,RL,1,,,,,,,,22.90,,,,1.390,,,22.7,6.0,130,,,,,1.029,1.374,60.83,
4/30/2019,12:00,BR,RL,1,8.09,,,,,,,20.00,,,,2.830,,5.820,22.6,1.0,121,,,,,1.369,1.714,26.28,
4/30/2019,12:00,WM,RL,1,,,,,,,,27.50,,,,2.230,,,25.0,8.0,136,,,,,1.215,1.559,55.79,
5/1/2019,12:00,BR,RL,1,8.16,,,,,,,25.00,,,,3.230,,6.200,29.3,4.0,119,,,,,1.434,1.778,10.94,
5/1/2019,12:00,WM,RL,1,,,,,,,,24.50,,,,1.950,,,24.2,7.0,132,,,,,1.169,1.514,47.71,
5/1/2019,20:00,BR,RL,1,8.12,,,,,,,30.90,,,,2.350,,5.540,28.1,7.0,195,,,,,1.081,1.426,93.67,
5/2/2019,4:00,BR,RL,1,8.03,,,,,,,18.80,,,,2.580,,5.930,21.6,11.0,228,,,,,1.054,1.398,122.68,
5/2/2019,12:00,BR,RL,1,8.21,,,,,,,12.20,,,,2.010,,5.930,14.4,22.0,296,,,,,0.832,1.177,143.85,
5/2/2019,20:00,BR,RL,1,8.18,,,,,,,15.00,,,,2.330,,6.380,16.9,9.0,163,,,,,1.155,1.500,59.79,
5/3/2019,4:00,BR,RL,1,8.05,,,,,,,20.60,,,,2.970,,6.970,23.1,15.0,112,,,,,1.424,1.768,36.44,
5/3/2019,12:00,WM,RL,1,,,,,,,,20.80,,,,2.320,,,19.0,3.0,185,,,,,1.098,1.443,61.36,OP Below MDL and raw value is reported
5/3/2019,12:00,WM,RL,1,,,,,,,,26.80,,,,2.370,,,25.4,5.0,138,,,,,1.235,1.580,44.69,
5/3/2019,12:00,BR,RL,1,8.04,,,,,,,17.10,,,,2.460,,6.180,23.7,8.0,185,,,,,1.124,1.468,69.44,
5/3/2019,20:00,WM,RL,1,,,,,,,,22.00,,,,2.410,,,21.1,6.0,163,,,,,1.170,1.514,58.70,
5/4/2019,4:00,WM,RL,1,,,,,,,,21.90,,,,2.510,,,22.2,10.0,168,,,,,1.174,1.519,53.76,
5/4/2019,12:00,BR,RL,1,7.71,,,,,,,25.10,,,,3.110,,7.510,30.0,7.0,120,,,,,1.414,1.758,10.21,
5/4/2019,12:00,WM,RL,1,,,,,,,,21.60,,,,2.390,,,22.2,9.0,173,,,,,1.140,1.485,64.58,
5/5/2019,12:00,BR,RL,1,7.79,,,,,,,28.40,,,,3.040,,6.040,36.2,4.0,58,,,,,1.719,2.064,4.19,
5/5/2019,12:00,WM,RL,1,,,,,,,,23.50,,,,2.250,,,23.8,4.0,144,,,,,1.194,1.538,47.03,
5/6/2019,4:00,WM,RL,1,,,,,,,,24.60,,,,2.330,,,25.0,9.0,118,,,,,1.295,1.640,30.76,
5/6/2019,4:00,BR,RL,1,7.55,,,,,,,28.80,,,,2.740,,3.650,37.4,11.0,39,,,,,1.847,2.191,9.04,
5/6/2019,7:45,BR,RL,1,7.40,,,,,,,31.70,,,,2.910,,3.580,41.2,13.0,63,,,,,1.665,2.009,7.57,
5/6/2019,8:20,WM,RL,1,,,,,,,,26.40,,,,2.470,,,26.9,9.0,119,,,,,1.317,1.662,41.31,
5/6/2019,12:00,BR,RL,1,7.59,,,,,,,38.20,,,,2.950,,3.680,49.4,1.0,42,,,,,1.847,2.191,4.58,
5/6/2019,12:00,WM,RL,1,,,,,,,,25.70,,,,2.120,,,28.1,7.0,103,,,,,1.313,1.658,28.25,
5/7/2019,12:00,BR,RL,1,7.65,,,,,,,35.00,,,,2.230,,2.480,45.3,-1.0,38,,,,,1.769,2.113,6.96,OP is below MDL but raw value is reported
5/7/2019,12:00,WM,RL,1,,,,,,,,22.30,,,,1.380,,,26.8,5.0,90,,,,,1.186,1.530,28.14,
5/8/2019,12:00,BR,RL,1,7.77,,,,,,,37.00,,,,2.170,,3.100,46.9,8.0,38,,,,,1.757,2.101,18.03,
5/8/2019,12:00,WM,RL,1,,,,,,,,22.50,,,,1.160,,,27.4,8.0,165,,,,,0.847,1.192,157.31,
5/9/2019,12:00,BR,RL,1,7.84,,,,,,,38.70,,,,2.040,,2.970,48.4,2.0,36,,,,,1.753,2.098,3.62,
5/9/2019,20:00,BR,RL,1,7.66,,,,,,,43.90,,,,1.590,,4.160,41.2,9.0,128,,,,,1.094,1.439,75.34,
5/9/2019,20:00,WM,RL,1,,,,,,,,22.50,,,,1.140,,,28.8,11.0,175,,,,,0.814,1.159,167.33,
5/10/2019,4:00,WM,RL,1,,,,,,,,23.60,,,,1.270,,,29.2,1.0,112,,,,,1.055,1.399,76.78,
5/10/2019,4:00,BR,RL,1,7.81,,,,,,,13.50,,,,1.250,,4.590,17.5,171.0,921,,,,,0.133,0.477,369.61,
5/10/2019,12:00,WM,RL,1,,,,,,,,24.80,,,,1.380,,,29.8,6.0,112,,,,,1.091,1.435,73.41,
5/10/2019,12:00,BR,RL,1,7.92,,,,,,,19.50,,,,2.110,,5.970,30.3,90.0,399,,,,,0.723,1.068,100.89,
5/10/2019,20:00,BR,RL,1,7.90,,,,,,,21.90,,,,2.480,,6.630,26.7,40.0,251,,,,,0.995,1.339,54.11,
5/11/2019,4:00,BR,RL,1,7.97,,,,,,,36.70,,,,3.810,,6.540,41.9,23.0,175,,,,,1.338,1.683,40.09,
5/11/2019,12:00,WM,RL,1,,,,,,,,26.50,,,,1.390,,,30.3,1.0,89,,,,,1.194,1.538,29.77,
5/11/2019,12:00,BR,RL,1,7.96,,,,,,,33.80,,,,3.220,,6.820,39.0,16.0,126,,,,,1.407,1.752,18.48,
5/12/2019,12:00,WM,RL,1,,,,,,,,28.40,,,,1.520,,,30.8,4.0,174,,,,,0.941,1.286,74.98,
5/12/2019,12:00,BR,RL,1,7.90,,,,,,,42.10,,,,2.730,,5.550,43.2,13.0,62,,,,,1.644,1.988,7.91,
5/13/2019,4:00,BR,RL,1,7.88,,,,,,,25.80,,,,2.130,,5.700,38.2,6.0,177,,,,,1.080,1.425,101.75,
5/13/2019,7:30,BR,RL,1,7.88,,,,,,,18.80,,,,2.020,,5.340,28.0,16.0,257,,,,,0.895,1.240,96.28,
5/13/2019,8:00,WM,RL,1,,,,,,,,27.80,,,,1.430,,,30.6,0.001,160,,,,,0.951,1.296,81.18,OP below MDL and reported as half MDL
5/13/2019,12:00,WM,RL,1,,,,,,,,27.30,,,,1.530,,,29.7,3.0,148,,,,,1.014,1.359,55.56,OP Below MDL and raw value is reported
5/13/2019,12:00,WM,RL,1,,,,,,,,28.10,,,,1.640,,,30.0,7.0,134,,,,,1.089,1.433,47.85,
5/13/2019,12:00,BR,RL,1,7.86,,,,,,,17.70,,,,2.240,,5.500,20.4,24.0,201,,,,,1.048,1.393,60.80,
5/13/2019,20:00,BR,RL,1,7.86,,,,,,,19.60,,,,2.640,,6.740,23.5,24.0,144,,,,,1.264,1.609,35.71,
5/14/2019,4:00,WM,RL,1,,,,,,,,31.70,,,,1.710,,,38.8,0.001,122,,,,,1.147,1.491,41.24,OP below MDL and reported as half MDL
5/14/2019,4:00,BR,RL,1,7.87,,,,,,,22.20,,,,2.870,,7.100,26.9,22.0,114,,,,,1.403,1.748,26.44,
5/14/2019,12:00,WM,RL,1,,,,,,,,29.00,,,,1.720,,,31.1,11.0,109,,,,,1.199,1.544,28.07,
5/14/2019,12:00,BR,RL,1,7.96,,,,,,,25.10,,,,3.020,,7.370,30.0,14.0,92,,,,,1.517,1.861,12.83,
5/15/2019,10:43,MO,SWMP,1,8.25,16.1,13.05,,26.2,,,28.90,,0.031,38.0,1.690,1.652,4.260,31.1,0.9,95,,,,,1.260,1.605,,OP is below MDL but raw value is reported
5/15/2019,9:53,OL,SWMP,1,8.16,15.1,12.85,441,28.4,23.61,,28.40,,0.0310,37.0,1.738,1.701,4.310,30.7,1.7,94,,,,,1.274,1.618,,
5/15/2019,10:20,WM,SWMP,1,8.22,15.5,12.81,441.6,27.5,21.85,,28.70,,0.023,40.0,1.695,1.655,4.160,31.1,1.7,92,,,,,1.272,1.617,,
5/15/2019,10:59,LS,SWMP,1,8.49,14.8,13.18,,24.1,,,18.30,,0.026,10.0,0.915,0.905,0.890,,2.2,64,,,,,1.171,1.515,,
5/15/2019,10:24,WM,SWMP,2,8.21,15.5,13.06,440.3,28.2,21.52,,27.80,,0.025,37.0,1.631,1.594,4.100,30.0,2.2,95,,,,,1.244,1.588,,
5/15/2019,9:54,OL,SWMP,2,8.16,15.1,12.85,441,27.2,24.31,,28.30,,0.0490,37.0,1.714,1.677,4.430,30.6,3.1,98,,,,,1.255,1.600,,OP Below MDL and raw value is reported
5/15/2019,9:05,DR,SWMP,2,8.03,15.8,11.60,,34.8,5.03,,28.40,,0.0470,18.0,2.905,2.887,6.900,33.2,13.3,82,,,,,1.558,1.903,,
5/15/2019,8:29,BR,SWMP,1,7.88,11.5,11.85,500.6,12.7,6.53,,31.40,,0.054,16.0,3.172,3.156,5.530,,15.8,66,,,,,1.688,2.032,,
5/15/2019,8:55,DR,SWMP,1,8.02,14.6,10.80,,41.3,4.61,,28.50,,0.0520,17.0,2.929,2.912,7.250,33.5,16.6,102,,,,,1.467,1.812,,
5/15/2019,8:31,BR,SWMP,2,7.89,11.5,11.68,500.8,12.2,6.73,,30.60,,0.040,16.0,3.102,3.086,5.320,,19.0,61,,,,,1.714,2.059,,
5/15/2019,12:00,WM,RL,1,,,,,,,,28.10,,,,1.840,,,29.9,7.0,96,,,,,1.282,1.627,25.93,
5/15/2019,12:00,BR,RL,1,8.00,,,,,,,30.90,,,,3.000,,5.570,37.9,11.0,53,,,,,1.756,2.101,6.72,
5/16/2019,12:00,BR,RL,1,7.96,,,,,,,35.10,,,,2.770,,4.700,42.7,2.0,43,,,,,1.810,2.155,5.54,
5/16/2019,12:00,WM,RL,1,,,,,,,,28.80,,,,1.860,,,29.5,9.0,94,,,,,1.296,1.641,26.44,
5/17/2019,12:00,BR,RL,1,7.80,,,,,,,38.40,,,,2.520,,4.370,46.0,4.0,43,,,,,1.766,2.111,9.41,
5/17/2019,12:00,WM,RL,1,,,,,,,,28.60,,,,1.990,,,29.6,7.0,99,,,,,1.304,1.648,43.76,
5/18/2019,12:00,WM,RL,1,,,,,,,,29.50,,,,1.610,,,30.0,6.0,95,,,,,1.229,1.573,21.52,
5/18/2019,12:00,BR,RL,1,7.77,,,,,,,44.60,,,,2.320,,4.980,45.4,7.0,47,,,,,1.694,2.039,12.67,
5/19/2019,12:00,WM,RL,1,,,,,,,,28.90,,,,1.420,,,30.1,1.0,91,,,,,1.192,1.537,27.40,
5/19/2019,12:00,BR,RL,1,7.77,,,,,,,42.60,,,,2.220,,4.900,47.3,7.0,46,,,,,1.683,2.027,8.03,
5/20/2019,4:00,WM,RL,1,,,,,,,,28.90,,,,1.330,,,30.2,7.0,103,,,,,1.113,1.458,37.18,
5/20/2019,4:00,BR,RL,1,7.76,,,,,,,49.10,,,,2.100,,5.350,47.6,11.0,56,,,,,1.575,1.919,9.72,
5/20/2019,7:45,BR,RL,1,7.78,,,,,,,49.80,,,,2.170,,5.510,48.9,10.0,62,,,,,1.545,1.889,14.96,
5/20/2019,8:15,WM,RL,1,,,,,,,,29.80,,,,1.390,,,31.0,6.0,111,,,,,1.099,1.444,33.52,
5/20/2019,12:00,WM,RL,1,,,,,,,,29.20,,,,1.300,,,30.2,11.0,114,,,,,1.056,1.401,32.51,
5/20/2019,12:00,BR,RL,1,7.80,,,,,,,45.90,,,,2.090,,5.480,46.7,19.0,49,,,,,1.627,1.972,11.64,
5/21/2019,12:00,WM,RL,1,,,,,,,,29.50,,,,1.250,,,30.6,8.0,97,,,,,1.109,1.453,35.35,
5/21/2019,12:00,BR,RL,1,7.80,,,,,,,44.30,,,,2.180,,5.660,48.5,19.0,44,,,,,1.700,2.045,6.87,
5/22/2019,12:00,WM,RL,1,,,,,,,,30.20,,,,1.130,,,31.2,10.0,115,,,,,0.993,1.337,45.42,
5/22/2019,12:00,BR,RL,1,7.75,,,,,,,44.70,,,,2.190,,5.580,49.8,15.0,41,,,,,1.729,2.073,5.62,
5/23/2019,12:00,WM,RL,1,,,,,,,,30.50,,,,0.990,,,31.2,11.0,124,,,,,0.904,1.248,30.44,
5/23/2019,12:00,BR,RL,1,7.53,,,,,,,46.60,,,,2.110,,5.480,49.7,20.0,45,,,,,1.669,2.014,6.88,
5/24/2019,12:00,WM,RL,1,,,,,,,,42.00,,,,1.290,,,39.3,9.0,92,,,,,1.149,1.493,30.78,
5/24/2019,12:00,BR,RL,1,7.68,,,,,,,45.60,,,,1.940,,5.390,49.6,22.0,50,,,,,1.587,1.932,9.52,
5/25/2019,12:00,WM,RL,1,,,,,,,,32.60,,,,0.680,,,32.6,8.0,133,,,,,0.709,1.054,45.04,
5/25/2019,12:00,BR,RL,1,7.73,,,,,,,47.00,,,,1.850,,5.330,50.2,21.0,52,,,,,1.555,1.899,11.13,
5/26/2019,12:00,WM,RL,1,,,,,,,,30.20,,,,0.550,,,30.6,8.0,112,,,,,0.691,1.036,43.13,
5/26/2019,12:00,BR,RL,1,7.77,,,,,,,46.90,,,,1.650,,5.410,49.3,20.0,63,,,,,1.420,1.765,17.37,
5/27/2019,12:00,WM,RL,1,,,,,,,,27.80,,,,0.430,,,27.7,7.0,119,,,,,0.558,0.903,56.54,
5/27/2019,12:00,BR,RL,1,7.79,,,,,,,55.10,,,,1.820,,6.390,47.5,26.0,60,,,,,1.480,1.824,14.14,
5/27/2019,20:00,WM,RL,1,,,,,,,,22.00,,,,0.450,,,23.4,3.0,70,,,,,0.809,1.153,35.60,
5/27/2019,20:00,BR,RL,1,7.77,,,,,,,54.00,,,,1.830,,6.490,47.4,24.0,58,,,,,1.502,1.847,11.36,
5/28/2019,7:35,BR,RL,1,7.75,,,,,,,59.70,,,,1.840,,6.380,44.4,29.0,94,,,,,1.291,1.636,28.19,
5/28/2019,8:07,WM,RL,1,,,,,,,,31.50,,,,0.410,,,30.6,13.0,112,,,,,0.563,0.907,41.88,
5/28/2019,12:00,WM,RL,1,,,,,,,,29.50,,,,0.180,,,28.0,1.0,115,,,,,0.195,0.539,40.13,
5/28/2019,12:00,BR,RL,1,7.74,,,,,,,56.90,,,,1.640,,6.400,46.3,16.0,69,,,,,1.376,1.721,15.61,
5/29/2019,22:00,WM,DIEL,1,7.62,19.4,7.07,390.0,19.1,,,26.80,,0.040,19.0,0.388,0.369,1.050,27.8,1.3,76,,,,,0.751,1.095,,
5/29/2019,6:00,WM,DIEL,1,8.07,18.4,8.96,339.8,22.4,,,21.50,,0.082,12.0,0.406,0.394,0.540,24.8,1.7,77,,,,,0.802,1.147,,
5/29/2019,14:00,WM,DIEL,1,8.10,18.2,9.32,339.0,28.7,,,20.20,,0.001,11.0,0.427,0.416,0.480,23.7,2.4,40,,,,,1.029,1.374,,NH3 below MDL and half MDL is reported
5/29/2019,16:00,WM,DIEL,1,7.98,18.0,8.45,342.0,24.8,,,24.60,,0.001,17.0,0.370,0.353,0.900,26.5,4.1,76,,,,,0.689,1.033,,NH3 below MDL and half MDL is reported
5/29/2019,18:00,WM,DIEL,1,7.41,19.8,5.13,395.0,30.5,,,28.20,,0.014,22.0,0.373,0.351,1.310,28.8,4.4,87,,,,,0.648,0.993,,
5/29/2019,8:00,WM,DIEL,1,7.96,17.9,8.27,325.0,22.2,,,20.10,,0.001,10.0,0.439,0.429,0.510,24.3,5.6,59,,,,,0.873,1.217,,NH3 below MDL and half MDL is reported
5/29/2019,4:00,WM,DIEL,1,7.83,19.1,8.04,341.0,28.3,,,22.50,,0.070,5.0,0.330,0.325,0.640,23.4,5.7,91,,,,,0.643,0.988,,NO2 is below MDL and half MDL is reported
5/29/2019,20:00,WM,DIEL,1,7.53,19.4,5.97,385.0,32.3,,,24.10,,0.065,5.0,0.295,0.290,1.250,23.9,5.7,99,,,,,0.561,0.905,,NO2 is below MDL and half MDL is reported
5/29/2019,10:00,WM,DIEL,1,8.48,16.9,10.82,296.0,18.6,,,17.80,,0.029,7.0,0.482,0.475,0.410,22.2,6.3,54,,,,,0.976,1.321,,NO2 is below MDL and raw value is reported
5/29/2019,12:00,WM,DIEL,1,8.13,17.7,9.22,319.0,22.1,,,17.60,,0.001,5.0,0.366,0.361,0.410,19.7,8.4,63,,,,,0.765,1.110,,NH3 is below MDL but raw value is reported; NO2 is below MDL and half MDL is reported
5/29/2019,4:00,WM,RL,1,,,,,,,,22.50,,,,0.320,,,23.4,6.0,91,,,,,0.546,0.891,32.17,
5/29/2019,12:00,WM,RL,1,,,,,,,,17.60,,,,0.360,,,19.7,8.0,63,,,,,0.757,1.102,32.28,
5/29/2019,12:00,BR,RL,1,7.71,,,,,,,48.90,,,,1.940,,6.780,47.7,19.0,62,,,,,1.495,1.840,12.23,
5/29/2019,20:00,WM,RL,1,,,,,,,,24.10,,,,0.290,,,23.9,6.0,99,,,,,0.467,0.811,38.95,
5/30/2019,6:00,WM,DIEL,1,7.49,20.9,5.89,429.0,19.4,,,31.30,,0.001,23.0,0.297,0.274,1.120,30.7,3.3,79,,,,,0.577,0.921,,OP Below MDL and raw value is reported; NH3 below MDL and half MDL is reported
5/30/2019,0:00,WM,DIEL,1,7.68,19.1,6.99,359.0,17.9,,,30.10,,0.033,23.0,0.372,0.349,1.340,29.8,6.1,73,,,,,0.744,1.089,,
5/30/2019,2:00,WM,DIEL,1,7.73,19.0,7.18,366.0,22.9,,,24.80,,0.019,16.0,0.425,0.409,0.890,26.6,7.5,78,,,,,0.755,1.100,,
5/30/2019,4:00,WM,DIEL,1,7.52,19.6,5.73,384.0,18.9,,,31.40,,0.036,5.0,0.204,0.199,1.330,29.1,8.3,86,,,,,0.446,0.790,,NO2 is below MDL and half MDL is reported
5/30/2019,4:00,WM,RL,1,,,,,,,,31.40,,,,0.200,,,29.1,8.0,86,,,,,0.367,0.711,24.72,
5/30/2019,12:00,BR,RL,1,7.69,,,,,,,47.60,,,,1.860,,6.400,49.7,10.0,62,,,,,1.477,1.822,14.90,
5/30/2019,12:00,WM,RL,1,,,,,,,,31.30,,,,0.210,,,28.3,10.0,93,,,,,0.354,0.698,29.69,
5/31/2019,12:00,WM,RL,1,,,,,,,,30.10,,,,0.500,,,27.5,8.0,75,,,,,0.824,1.169,26.81,
5/31/2019,12:00,BR,RL,1,7.68,,,,,,,40.00,,,,2.500,,7.410,39.9,18.0,80,,,,,1.495,1.840,17.16,
6/1/2019,12:00,WM,RL,1,,,,,,,,22.60,,,,,,,23.4,4.0,69,,,,,,,24.73,
6/1/2019,12:00,BR,RL,1,7.69,,,,,,,41.80,,,,2.780,,7.150,43.8,14.0,61,,,,,1.659,2.003,11.46,
6/2/2019,4:00,WM,RL,1,,,,,,,,40.70,,,,1.160,,,30.2,6.0,175,,,,,0.821,1.166,63.93,
6/2/2019,4:00,BR,RL,1,7.64,,,,,,,30.30,,,,2.360,,6.510,25.4,6.0,533,,,,,0.646,0.991,459.72,
6/2/2019,12:00,WM,RL,1,,,,,,,,33.30,,,,1.240,,,26.7,8.0,184,,,,,0.829,1.173,54.45,
6/2/2019,12:00,BR,RL,1,7.57,,,,,,,13.10,,,,5.160,,6.600,18.5,25.0,398,,,,,1.113,1.457,154.45,
6/2/2019,20:00,WM,RL,1,,,,,,,,22.30,,,,1.080,,,21.5,8.0,141,,,,,0.884,1.229,62.46,
6/2/2019,20:00,BR,RL,1,7.60,,,,,,,17.10,,,,5.230,,7.790,20.6,30.0,252,,,,,1.317,1.662,71.27,
6/3/2019,4:00,BR,RL,1,7.62,,,,,,,21.80,,,,5.340,,8.520,25.1,37.0,176,,,,,1.482,1.827,44.35,
6/3/2019,6:55,BR,RL,1,7.74,,,,,,,23.70,,,,5.310,,8.940,27.1,29.0,153,,,,,1.540,1.885,32.33,
6/3/2019,7:30,WM,RL,1,,,,,,,,24.50,,,,1.450,,,22.4,2.0,164,,,,,0.947,1.291,70.20,
6/3/2019,12:00,WM,RL,1,,,,,,,,27.10,,,,1.900,,,23.9,7.0,207,,,,,0.963,1.307,79.45,
6/3/2019,12:00,BR,RL,1,7.78,,,,,,,25.30,,,,5.370,,8.770,27.3,36.0,117,,,,,1.662,2.006,24.49,
6/4/2019,12:00,WM,RL,1,,,,,,,,28.30,,,,1.530,,,24.0,7.0,178,,,,,0.934,1.279,49.70,
6/4/2019,12:00,BR,RL,1,7.75,,,,,,,31.40,,,,4.450,,8.620,32.6,21.0,64,,,,,1.842,2.187,11.18,
6/5/2019,12:00,WM,RL,1,,,,,,,,26.10,,,,1.620,,,22.7,6.0,140,,,,,1.063,1.408,44.13,
6/5/2019,12:00,BR,RL,1,7.73,,,,,,,26.70,,,,2.900,,6.110,24.0,23.0,669,,,,,0.637,0.982,465.32,
6/5/2019,20:00,BR,RL,1,7.64,,,,,,,7.70,,,,1.720,,4.420,9.0,32.0,943,,,,,0.261,0.606,685.44,
6/6/2019,4:00,BR,RL,1,7.67,,,,,,,9.80,,,,2.750,,6.110,11.3,38.0,618,,,,,0.648,0.993,363.45,
6/6/2019,12:00,WM,RL,1,,,,,,,,15.10,,,,1.820,,,13.7,9.0,396,,,,,0.662,1.007,186.13,
6/6/2019,12:00,BR,RL,1,7.68,,,,,,,15.00,,,,3.490,,7.780,17.3,37.0,318,,,,,1.040,1.385,107.60,
6/6/2019,20:00,WM,RL,1,,,,,,,,14.40,,,,2.030,,,13.0,21.0,392,,,,,0.714,1.059,146.90,
6/7/2019,4:00,WM,RL,1,,,,,,,,17.80,,,,1.540,,,16.3,9.0,247,,,,,0.795,1.139,82.76,
6/7/2019,12:00,WM,RL,1,,,,,,,,18.00,,,,1.310,,,18.4,8.0,150,,,,,0.941,1.286,65.07,
6/7/2019,12:00,BR,RL,1,7.69,,,,,,,22.60,,,,3.540,,9.060,26.4,32.0,115,,,,,1.488,1.833,28.33,
6/8/2019,12:00,WM,RL,1,,,,,,,,18.30,,,,1.340,,,19.4,12.0,123,,,,,1.037,1.382,62.62,
6/8/2019,12:00,BR,RL,1,7.69,,,,,,,26.20,,,,3.230,,8.740,30.0,28.0,79,,,,,1.612,1.956,14.12,
6/9/2019,12:00,WM,RL,1,,,,,,,,18.90,,,,1.340,,,18.5,14.0,123,,,,,1.037,1.382,54.14,
6/9/2019,12:00,BR,RL,1,7.70,,,,,,,30.60,,,,3.090,,8.930,33.9,25.0,66,,,,,1.670,2.015,14.76,
6/10/2019,4:00,WM,RL,1,,,,,,,,18.90,,,,1.360,,,17.4,6.0,111,,,,,1.088,1.433,36.09,
6/10/2019,4:00,BR,RL,1,7.70,,,,,,,32.60,,,,2.910,,8.470,35.2,25.0,67,,,,,1.638,1.982,16.56,
6/10/2019,7:40,BR,RL,1,7.71,,,,,,,33.80,,,,2.950,,8.820,36.3,21.0,67,,,,,1.644,1.988,14.45,
6/10/2019,7:45,WM,RL,1,,,,,,,,19.40,,,,1.420,,,18.1,1.0,120,,,,,1.073,1.418,39.00,
6/10/2019,12:00,WM,RL,1,,,,,,,,19.80,,,,1.490,,,18.4,8.0,120,,,,,1.094,1.439,36.10,
6/10/2019,12:00,BR,RL,1,8.17,,,,,,,23.70,,,,1.480,,5.980,23.7,30.0,958,,,,,0.189,0.534,846.20,
6/10/2019,20:00,BR,RL,1,7.95,,,,,,,8.50,,,,2.700,,5.470,12.3,49.0,571,,,,,0.675,1.019,328.50,
6/11/2019,9:16,WM,SWMP,2,7.22,19.2,3.46,344.9,44.3,15.35,,20.60,,0.388,73.0,1.007,0.934,6.860,19.5,17.6,160,,,,,0.940,1.285,,
6/11/2019,9:32,LS,SWMP,1,7.74,19.1,7.99,,13.7,,,19.40,,0.182,25.0,1.109,1.084,,,17.7,60,,,,,1.333,1.677,,
6/11/2019,9:06,OL,SWMP,2,7.29,19.5,5.62,311,87.9,19.84,,18.10,,0.2140,54.0,1.186,1.132,6.440,17.0,20.5,220,,,,,0.804,1.148,,
6/11/2019,9:13,WM,SWMP,1,7.32,19.2,3.41,344.8,45.1,15.17,,20.80,,0.343,75.0,1.040,0.965,6.890,19.7,21.4,156,,,,,0.948,1.292,,
6/11/2019,9:01,OL,SWMP,1,7.28,19.7,5.53,318,75.2,24.60,,18.60,,0.2440,55.0,1.052,0.997,6.500,17.3,23.6,202,,,,,0.807,1.152,,
6/11/2019,9:20,MO,SWMP,1,7.32,18.9,5.56,,124.0,,,16.30,,0.246,49.0,1.483,1.434,6.370,15.7,33.9,247,,,,,0.845,1.190,,
6/11/2019,8:12,BR,SWMP,1,7.08,15.6,9.67,330.7,92.3,2.45,,16.90,,0.165,54.0,4.443,4.389,7.930,,46.8,208,,,,,1.345,1.690,,
6/11/2019,8:28,DR,SWMP,1,7.42,16.5,8.79,,113.0,3.17,,16.40,,0.2120,55.0,3.887,3.832,7.120,17.3,49.3,230,,,,,1.251,1.596,,
6/11/2019,8:14,BR,SWMP,2,7.08,15.6,9.36,331.0,91.0,2.85,,16.60,,0.173,53.0,4.397,4.344,8.200,,50.7,211,,,,,1.336,1.680,,
6/11/2019,8:35,DR,SWMP,2,7.41,16.5,8.76,,112.0,2.28,,16.10,,0.1870,56.0,3.929,3.873,7.840,17.4,54.7,232,,,,,1.249,1.594,,
6/11/2019,4:00,BR,RL,1,8.15,,,,,,,14.10,,,,4.210,,7.410,16.1,42.0,271,,,,,1.191,1.536,93.00,
6/11/2019,12:00,WM,RL,1,,,,,,,,14.70,,,,2.610,,,13.1,15.0,321,,,,,0.910,1.255,127.00,
6/11/2019,12:00,BR,RL,1,7.51,,,,,,,18.60,,,,4.370,,8.650,21.2,34.0,187,,,,,1.369,1.713,53.20,
6/12/2019,12:00,WM,RL,1,,,,,,,,18.10,,,,2.120,,,17.4,8.0,194,,,,,1.039,1.383,70.30,
6/12/2019,12:00,BR,RL,1,7.51,,,,,,,25.30,,,,3.590,,9.460,28.5,26.0,99,,,,,1.559,1.904,19.70,
6/13/2019,4:00,BR,RL,1,7.65,,,,,,,19.50,,,,2.260,,6.850,21.0,36.0,382,,,,,0.772,1.117,238.10,
6/13/2019,12:00,WM,RL,1,,,,,,,,21.30,,,,2.350,,,19.8,9.0,168,,,,,1.146,1.490,61.20,
6/13/2019,12:00,BR,RL,1,7.57,,,,,,,11.70,,,,3.020,,6.090,14.6,27.0,365,,,,,0.918,1.262,145.10,
