Date,Time,Site,Project,Bottle,pH,Temp,DO,SpCond,Turb,ChlugL,Pheo,Cl,Alk,NH3,NO2,NOx,NO3,Si,SO4,OP,TP,TN,TDN,TN_TP_mass,TN_TP_molar,DIN_TP_mass,DIN_TP_molar,SS,Comment
10/22/1980,,MO,SWMP,1,8.20,10.0,10.00,490.5,22.0,,,37.04,72.7,0.074,1.0,,,0.711,26.0,5.0,,,,,,,,,
10/22/1980,,DR,SWMP,1,7.80,9.5,12.40,845.1,25.0,,,59.72,91.7,0.0514,0.5,,,0.864,51.7,15.1,,,,,,,,,
10/22/1980,,BR,SWMP,1,7.50,7.5,12.80,781.1,8.8,,,84.95,83.8,0.063,2.1,,,1.207,69.0,27.5,,,,,,,,,
11/5/1980,,DR,SWMP,1,,7.0,13.00,667.9,30.0,,,79.41,94.4,0.0916,1.4,,,1.707,3.4,3.1,,,,,,,,,
11/5/1980,,MO,SWMP,1,,9.5,9.70,465.9,24.0,,,37.75,76.5,0.063,2.4,,,0.715,27.0,5.0,,,,,,,,,
11/5/1980,,BR,SWMP,1,,6.0,13.00,816.2,9.1,,,93.14,89.4,0.084,4.3,,,1.468,66.8,8.5,,,,,,,,,
11/19/1980,,MO,SWMP,1,,3.0,,500.2,12.0,,,37.50,80.5,0.074,1.1,0.788,0.787,0.021,29.0,1.0,,,,,,,,,
11/19/1980,,BR,SWMP,1,,1.5,,789.3,4.5,,,86.00,91.8,0.096,3.7,0.546,0.542,0.384,69.3,15.9,,,,,,,,,
11/19/1980,,DR,SWMP,1,,2.0,,841.4,6.0,,,81.00,100.9,0.1014,2.5,0.598,0.595,0.328,66.8,28.3,,,,,,,,,
12/3/1980,,MO,SWMP,1,8.55,0.0,12.00,556.9,14.0,,,42.57,71.7,0.061,1.1,0.040,0.039,0.004,31.7,2.7,,,,,,,,,
12/3/1980,,DR,SWMP,1,8.20,0.0,10.50,667.5,6.0,,,90.10,81.0,0.0698,14.6,0.846,0.831,3.314,76.2,16.7,,,,,,,,,
12/3/1980,,BR,SWMP,1,8.10,0.8,10.70,484.3,3.2,,,77.72,79.8,0.069,20.4,1.201,1.181,3.050,78.7,19.4,,,,,,,,,
12/17/1980,,MO,SWMP,1,8.45,1.0,,609.3,7.4,,,57.50,80.5,0.077,2.5,0.369,0.367,0.316,42.1,2.3,,,,,,,,,
12/17/1980,,BR,SWMP,1,8.25,-1.0,,814.5,3.5,,,70.50,84.6,0.090,6.2,2.930,2.923,3.149,93.1,17.8,,,,,,,,,
12/17/1980,,DR,SWMP,1,8.30,0.0,,683.1,7.3,,,71.50,83.2,0.0913,10.6,3.785,3.774,3.147,86.0,18.2,,,,,,,,,
1/14/1981,,MO,SWMP,1,7.80,0.0,14.20,909.1,5.2,,,86.19,110.6,0.291,56.8,1.118,1.061,1.206,78.0,14.0,,,,,,,,,
1/14/1981,,DR,SWMP,1,7.90,0.0,14.20,511.1,6.2,,,97.62,109.6,0.0978,16.4,0.540,0.523,4.122,95.4,18.6,,,,,,,,,
1/14/1981,,BR,SWMP,1,7.80,0.0,14.00,899.5,3.0,,,86.67,95.4,0.098,14.6,1.002,0.988,3.636,88.3,33.3,,,,,,,,,
1/28/1981,,MO,SWMP,1,7.50,0.5,11.60,620.2,26.0,,,52.48,87.0,0.240,37.2,5.788,5.750,3.291,51.2,38.0,,,,,,,,,
1/28/1981,,DR,SWMP,1,7.75,0.3,12.60,608.5,44.0,,,52.48,78.3,0.1787,39.3,5.967,5.927,3.330,52.6,50.8,,,,,,,,,
1/28/1981,,BR,SWMP,1,7.75,0.3,12.40,644.8,21.0,,,52.48,79.2,0.149,34.1,6.912,6.878,3.312,52.3,55.1,,,,,,,,,
2/11/1981,,DR,SWMP,1,7.80,1.0,11.60,483.0,36.0,,,78.43,173.9,0.0870,21.8,2.378,2.356,3.741,93.3,5.8,,,,,,,,,
2/11/1981,,BR,SWMP,1,8.10,1.5,12.10,771.1,3.8,,,76.72,171.6,0.097,19.7,2.438,2.419,3.669,94.0,26.0,,,,,,,,,
2/11/1981,,MO,SWMP,1,7.50,1.0,11.40,646.2,32.0,,,68.14,130.3,0.098,25.6,1.525,1.500,2.715,53.9,36.8,,,,,,,,,
2/25/1981,,MO,SWMP,1,8.35,2.0,12.80,442.3,20.0,,,30.00,100.1,0.049,15.6,2.138,2.122,1.221,25.4,10.5,,,,,,,,,
2/25/1981,,DR,SWMP,1,8.10,3.0,13.40,587.1,14.0,,,53.81,109.8,0.0740,26.4,5.403,5.377,3.567,61.1,34.9,,,,,,,,,
2/25/1981,,BR,SWMP,1,8.10,2.0,13.20,873.9,13.0,,,53.33,105.2,0.069,25.1,5.328,5.303,3.495,62.7,37.6,,,,,,,,,
3/11/1981,,MO,SWMP,1,8.90,2.8,12.80,365.2,18.0,,,25.00,98.8,0.042,14.6,0.803,0.788,0.146,26.7,3.9,,,,,,,,,
3/11/1981,,DR,SWMP,1,8.40,4.0,12.80,567.3,5.6,,,56.00,141.9,0.0503,13.0,2.375,2.362,1.692,78.0,15.5,,,,,,,,,
3/11/1981,,BR,SWMP,1,8.45,3.5,12.90,678.7,6.3,,,55.50,142.7,0.038,12.5,2.421,2.408,1.659,86.7,23.6,,,,,,,,,
3/25/1981,,DR,SWMP,1,8.70,5.0,12.70,637.1,15.0,,,61.76,129.5,0.3774,11.5,1.375,1.363,0.458,78.7,4.3,,,,,,,,,
3/25/1981,,MO,SWMP,1,8.20,6.0,9.80,557.2,64.0,,,49.02,109.5,0.188,23.1,0.693,0.670,0.335,41.4,5.8,,,,,,,,,
3/25/1981,,BR,SWMP,1,8.40,3.5,12.40,865.4,6.8,,,63.24,129.9,0.047,8.4,1.415,1.407,0.464,76.2,13.2,,,,,,,,,
4/1/1981,,MO,SWMP,1,7.80,12.5,7.40,499.2,70.0,,,36.22,106.7,0.373,49.1,0.387,0.338,0.478,38.8,3.9,,,,,,,,,
4/1/1981,,DR,SWMP,1,7.90,15.0,8.00,655.1,56.0,,,60.20,137.4,0.0621,77.9,0.300,0.222,0.814,89.7,8.9,,,,,,,,,
4/1/1981,,BR,SWMP,1,8.10,14.0,10.40,658.3,8.0,,,59.69,142.8,0.027,101.1,0.259,0.158,0.736,82.5,13.6,,,,,,,,,
4/8/1981,,MO,SWMP,1,7.80,9.5,8.80,412.0,65.0,,,32.21,115.0,0.425,25.9,0.150,0.124,0.403,32.9,7.0,,,,,,,,,
4/8/1981,,DR,SWMP,1,7.90,12.5,9.40,595.3,59.0,,,66.35,157.1,0.0826,22.8,0.918,0.895,1.393,80.7,14.7,,,,,,,,,
4/8/1981,,BR,SWMP,1,7.90,13.0,9.80,674.6,13.0,,,66.35,154.0,0.041,22.3,0.956,0.934,1.315,83.7,19.0,,,,,,,,,
4/15/1981,,MO,SWMP,1,7.80,9.0,7.00,457.9,37.0,,,36.27,79.4,0.279,82.3,4.103,4.021,3.802,41.4,44.6,,,,,,,,,
4/15/1981,,BR,SWMP,1,7.80,9.0,10.80,532.8,39.0,,,41.67,93.5,0.277,75.1,5.022,4.947,4.036,55.3,63.2,,,,,,,,,
4/15/1981,,DR,SWMP,1,7.70,8.5,10.20,528.8,49.0,,,40.69,94.4,0.7962,82.3,4.533,4.451,4.185,51.6,121.8,,,,,,,,,
4/22/1981,,MO,SWMP,1,7.70,10.0,7.30,448.5,78.0,,,30.93,110.4,0.433,44.2,1.589,1.545,1.506,42.1,7.0,,,,,,,,,
4/22/1981,,DR,SWMP,1,8.15,10.5,10.20,563.0,23.0,,,49.48,134.0,0.0632,17.9,2.216,2.198,1.401,71.6,15.1,,,,,,,,,
4/22/1981,,BR,SWMP,1,8.20,10.0,11.60,630.7,7.1,,,50.00,143.9,0.042,16.1,2.343,2.327,1.086,71.8,15.5,,,,,,,,,
4/29/1981,,MO,SWMP,1,7.65,16.0,10.40,555.5,71.0,,,49.50,121.9,0.152,37.2,1.173,1.135,0.621,63.1,3.1,,,,,,,,,
4/29/1981,,DR,SWMP,1,7.75,16.0,8.60,552.8,68.0,,,50.50,104.4,0.0902,33.1,1.404,1.371,1.035,53.5,21.3,,,,,,,,,
4/29/1981,,BR,SWMP,1,7.70,15.5,9.00,463.0,150.0,,,41.58,89.1,0.104,46.0,1.889,1.843,1.327,49.4,31.8,,,,,,,,,
5/6/1981,,MO,SWMP,1,8.30,14.0,9.80,268.4,71.0,,,15.84,89.4,0.047,14.8,0.644,0.629,0.197,17.1,3.9,,,,,,,,,
5/6/1981,,DR,SWMP,1,7.80,15.0,7.40,623.8,48.0,,,50.00,141.2,0.0762,35.4,1.707,1.672,1.362,65.9,9.7,,,,,,,,,
5/6/1981,,BR,SWMP,1,7.80,12.0,9.00,618.6,21.0,,,55.94,143.1,0.060,27.2,1.687,1.660,1.338,66.1,21.3,,,,,,,,,
5/13/1981,,MO,SWMP,1,8.45,13.8,9.80,443.2,23.0,,,32.00,113.6,0.001,46.7,0.546,0.499,0.025,42.8,4.6,,,,,,,,,
5/13/1981,,DR,SWMP,1,7.95,13.3,8.60,500.4,22.0,,,43.00,132.3,0.1571,61.2,2.487,2.426,1.489,57.9,23.3,,,,,,,,,
5/13/1981,,BR,SWMP,1,7.98,10.5,9.90,580.9,18.0,,,42.50,132.8,0.119,69.9,3.158,3.088,1.257,60.8,24.8,,,,,,,,,
5/20/1981,,MO,SWMP,1,8.30,12.5,10.80,328.4,35.0,,,20.79,96.8,0.001,18.9,0.915,0.896,0.557,25.4,2.7,,,,,,,,,
5/20/1981,,BR,SWMP,1,8.05,11.8,11.40,642.6,7.9,,,51.98,152.0,0.015,23.3,2.823,2.799,1.227,70.7,16.7,,,,,,,,,
5/20/1981,,DR,SWMP,1,7.90,12.5,9.20,515.0,27.0,,,50.50,147.9,0.0603,30.0,2.930,2.900,1.590,71.4,19.0,,,,,,,,,
5/27/1981,,MO,SWMP,1,8.55,17.0,10.20,280.9,11.0,,,15.84,90.6,0.031,14.6,0.283,0.268,0.089,16.0,3.1,,,,,,,,,
5/27/1981,,BR,SWMP,1,7.75,19.0,6.60,666.4,28.0,,,62.87,132.7,0.156,60.1,0.803,0.743,1.173,70.4,31.0,,,,,,,,,
5/27/1981,,DR,SWMP,1,7.55,19.0,3.20,346.5,36.0,,,57.92,151.1,0.2619,71.7,1.014,0.942,1.578,67.9,45.0,,,,,,,,,
5/27/1981,,LS,SWMP,1,8.40,19.0,,240,,,,,,,,,,,,,,,,,,,,,
6/3/1981,,MO,SWMP,1,8.00,21.0,8.70,452.6,27.0,,,37.13,116.2,0.041,33.1,0.013,,0.422,39.5,3.9,,,,,,,,,Nox and Nitrate identified as suspect
6/3/1981,,LS,SWMP,1,7.90,18.3,8.60,230,24.5,,,13.37,87.1,0.0405,12.5,,,0.164,16.2,10.5,,,,,,,,,
6/3/1981,,DR,SWMP,1,7.60,18.2,5.60,508.6,38.0,,,55.94,150.5,0.1431,66.8,3.097,3.030,2.259,63.6,20.2,,,,,,,,,
6/3/1981,,BR,SWMP,1,7.60,20.0,7.80,662.2,30.5,,,60.40,153.4,0.113,73.8,,,1.842,69.5,30.2,,,,,,,,,
6/10/1981,,MO,SWMP,1,7.85,19.8,8.00,327.5,81.0,,,19.91,95.2,0.229,47.8,0.875,0.827,0.704,30.6,15.5,,,,,,,,,
6/10/1981,,LS,SWMP,1,8.10,,,,15.0,,,16.20,99.7,0.0859,24.9,1.771,1.746,0.196,22.9,19.8,,,,,,,,,
6/10/1981,,DR,SWMP,1,7.80,17.2,8.20,571.8,83.0,,,36.11,94.3,0.3957,197.9,8.059,7.861,4.308,45.9,41.9,,,,,,,,,
6/10/1981,,BR,SWMP,1,7.90,18.0,8.50,544.8,62.0,,,36.11,97.9,0.341,191.9,7.770,7.578,4.350,49.4,42.6,,,,,,,,,
6/17/1981,,LS,SWMP,1,8.30,22.0,8.60,265,52.0,,,17.31,90.0,0.0729,35.2,1.490,1.455,0.668,22.1,7.4,,,,,,,,,
6/17/1981,,MO,SWMP,1,8.00,21.0,6.60,335.6,62.0,,,22.60,94.4,0.696,65.3,1.444,1.379,1.227,24.2,10.9,,,,,,,,,
6/17/1981,,DR,SWMP,1,7.75,21.0,5.40,662.2,44.0,,,63.94,142.6,0.1884,85.1,5.117,5.032,4.061,62.6,30.2,,,,,,,,,
6/17/1981,,BR,SWMP,1,7.90,19.0,8.00,576.0,28.0,,,55.29,150.0,0.092,45.7,5.002,4.956,4.547,64.7,38.8,,,,,,,,,
6/24/1981,,LS,SWMP,1,8.00,21.0,8.00,260,18.0,,,15.24,89.9,0.1200,41.6,0.632,0.591,0.584,483.1,2.3,,,,,,,,,Ammonia identified as suspect
6/24/1981,,MO,SWMP,1,7.90,22.0,6.10,445.5,41.0,,,30.48,115.5,0.318,116.5,1.577,1.461,1.434,38.0,6.6,,,,,,,,,
6/24/1981,,DR,SWMP,1,7.50,20.0,2.00,597.0,21.0,,,40.00,136.6,1.3031,742.7,3.311,2.568,4.107,45.9,102.0,,,,,,,,,
6/24/1981,,BR,SWMP,1,7.70,19.0,7.40,564.7,33.0,,,43.33,141.0,1.472,556.3,4.620,,3.891,49.1,129.9,,,,,,,,,
7/1/1981,,MO,SWMP,1,8.20,25.0,7.00,350.0,34.0,,,18.81,100.9,0.060,78.4,1.233,1.155,0.903,22.1,5.0,,,,,,,,,
7/1/1981,,LS,SWMP,1,8.25,24.0,7.80,310,41.0,,,15.35,96.5,0.0621,52.7,0.806,0.753,0.695,20.5,8.1,,,,,,,,,
7/1/1981,,DR,SWMP,1,7.85,23.0,6.30,708.2,24.0,,,50.53,157.2,0.1388,81.5,4.106,4.024,3.729,56.0,27.9,,,,,,,,,
7/1/1981,,BR,SWMP,1,7.90,22.5,7.00,630.1,28.0,,,56.93,141.1,0.063,49.6,3.068,3.019,2.931,59.2,49.2,,,,,,,,,
7/8/1981,,LS,SWMP,1,8.65,23.0,9.00,270,5.0,,,14.29,83.3,0.0244,19.5,0.300,0.280,0.263,15.7,3.1,,,,,,,,,
7/8/1981,,MO,SWMP,1,7.75,25.0,6.60,420.0,17.0,,,29.59,110.5,0.231,63.2,0.233,0.170,1.398,23.7,6.2,,,,,,,,,
7/8/1981,,DR,SWMP,1,9.25,26.0,16.80,735.6,23.0,,,64.81,94.6,0.0059,46.2,1.542,1.496,2.916,63.5,8.5,,,,,,,,,NH3 identified as suspect
7/8/1981,,BR,SWMP,1,8.20,25.0,8.80,660.0,20.0,,,80.61,139.3,0.017,13.8,0.514,0.500,2.100,65.9,24.8,,,,,,,,,
7/15/1981,,LS,SWMP,1,8.50,,7.60,,41.0,,,65.89,92.7,0.0136,3.0,0.193,0.190,0.191,17.6,5.4,,,,,,,,,
7/15/1981,,MO,SWMP,1,8.20,25.0,6.00,375.0,35.0,,,25.23,126.5,0.049,10.1,0.046,0.036,0.419,23.1,5.8,,,,,,,,,
7/15/1981,,DR,SWMP,1,8.55,25.0,8.50,812.9,29.0,,,48.60,144.0,0.0031,37.9,0.389,0.352,1.566,48.9,6.6,,,,,,,,,
7/15/1981,,BR,SWMP,1,8.10,23.0,7.60,727.8,11.0,,,92.06,146.2,0.043,8.1,0.083,0.075,2.043,70.9,11.6,,,,,,,,,
7/22/1981,,LS,SWMP,1,8.40,22.5,8.20,262,56.0,,,18.56,95.0,0.0010,9.4,0.274,0.264,0.106,17.8,3.5,,,,,,,,,
7/22/1981,,MO,SWMP,1,7.88,22.5,5.10,315.0,32.0,,,27.84,133.0,0.106,18.2,0.205,0.186,0.160,20.8,6.6,,,,,,,,,
7/22/1981,,DR,SWMP,1,8.05,21.0,6.20,740.4,170.2,,,24.23,75.7,0.0740,55.5,2.222,2.166,1.498,34.7,75.2,,,,,,,,,
7/22/1981,,BR,SWMP,1,7.89,20.0,8.20,398.0,121.2,,,29.38,72.6,0.001,38.5,2.407,2.368,1.825,41.4,81.8,,,,,,,,,
7/29/1981,,DR,SWMP,1,7.80,20.0,5.90,795.7,39.0,,,41.24,117.3,0.1118,56.3,1.118,1.061,3.066,49.1,5.8,,,,,,,,,
7/29/1981,,LS,SWMP,1,8.30,21.0,9.00,255,54.0,,,17.53,90.8,0.0632,41.6,0.141,0.099,3.045,19.6,9.3,,,,,,,,,
7/29/1981,,MO,SWMP,1,7.75,21.8,4.60,318.5,34.0,,,34.02,143.4,0.294,24.9,0.095,0.070,0.464,24.2,10.9,,,,,,,,,
7/29/1981,,BR,SWMP,1,7.95,18.0,8.00,692.6,44.0,,,80.93,127.2,0.072,16.4,0.453,0.437,3.168,62.7,42.6,,,,,,,,,
8/5/1981,,LS,SWMP,1,8.60,23.0,9.80,270,23.0,,,19.00,86.6,0.0092,4.3,0.086,0.082,0.113,18.2,0.0,,,,,,,,,
8/5/1981,,MO,SWMP,1,8.45,23.0,8.00,280.7,21.0,,,15.50,93.9,0.083,4.9,0.048,0.044,0.137,17.3,0.0,,,,,,,,,
8/5/1981,,DR,SWMP,1,7.95,23.0,6.40,820.4,25.0,,,70.00,138.5,0.1345,8.1,0.176,0.167,3.075,54.2,7.7,,,,,,,,,
8/5/1981,,BR,SWMP,1,7.95,22.0,9.20,742.5,12.0,,,67.00,136.8,0.099,1.7,0.046,0.044,2.043,64.5,22.5,,,,,,,,,
8/19/1981,,DR,SWMP,1,7.85,18.5,6.50,803.8,30.0,,,79.26,158.7,,10.4,0.132,0.122,1.962,53.5,1.5,,,,,,,,,
8/19/1981,,MO,SWMP,1,8.10,20.0,8.00,331.7,32.0,,,21.28,136.8,0.054,1.6,0.132,0.131,0.413,14.6,7.4,,,,,,,,,
8/19/1981,,LS,SWMP,1,8.50,23.0,9.40,270,27.0,,,14.36,96.9,0.0010,3.0,0.155,0.152,0.176,10.5,14.7,,,,,,,,,
8/19/1981,,BR,SWMP,1,7.80,16.0,7.20,724.6,20.0,,,101.06,150.1,0.013,4.3,0.124,0.119,1.935,72.2,17.4,,,,,,,,,
9/2/1981,,DR,SWMP,1,7.75,20.0,10.80,504.2,15.0,,,73.58,161.8,0.0621,2.0,0.050,0.048,1.827,42.3,2.7,,,,,,,,,
9/2/1981,,LS,SWMP,1,8.50,20.0,12.60,268,5.5,,,22.17,95.5,0.0211,3.3,0.029,0.026,0.182,15.3,2.7,,,,,,,,,
9/2/1981,,MO,SWMP,1,7.80,24.2,6.30,487.4,23.0,,,33.90,152.8,0.038,0.9,0.042,0.041,0.864,12.8,5.8,,,,,,,,,
9/2/1981,,BR,SWMP,1,7.75,19.0,13.00,677.7,39.0,,,79.72,119.2,0.055,5.6,0.104,0.098,2.217,56.0,51.2,,,,,,,,,
9/16/1981,,DR,SWMP,1,7.90,17.0,6.40,822.3,25.0,,,92.23,233.4,0.0103,3.2,0.055,0.052,2.736,59.4,0.4,,,,,,,,,
9/16/1981,,LS,SWMP,1,8.60,,,,34.0,,,15.05,134.1,0.0010,1.6,0.051,0.050,0.167,17.6,0.8,,,,,,,,,
9/16/1981,,MO,SWMP,1,7.80,17.0,4.70,554.8,31.0,,,30.15,230.3,0.045,1.1,0.035,0.033,0.383,15.1,3.5,,,,,,,,,
9/16/1981,,BR,SWMP,1,7.95,15.0,7.20,865.3,22.0,,,116.02,238.3,0.021,1.2,0.027,0.026,1.920,63.3,7.4,,,,,,,,,Nitrate identified as suspect
9/30/1981,,DR,SWMP,1,7.80,12.5,6.20,,18.0,,,96.91,154.6,0.0621,4.7,,,2.514,60.6,3.9,,,,,,,,,
9/30/1981,,MO,SWMP,1,7.90,13.5,7.20,410.1,27.0,,,28.35,145.0,0.002,0.8,,,0.392,17.6,4.3,,,,,,,,,
9/30/1981,,LS,SWMP,1,8.40,15.0,12.00,220,14.0,,,11.34,94.8,0.0007,4.5,,,0.200,19.6,11.6,,,,,,,,,Ammonia identified as suspect
9/30/1981,,BR,SWMP,1,7.90,11.0,8.40,846.3,13.0,,,120.62,155.9,0.056,1.2,,,1.398,73.6,13.2,,,,,,,,,
10/14/1981,,DR,SWMP,1,7.65,10.0,6.40,,14.0,,,95.45,165.7,0.0330,1.4,0.040,0.039,2.343,68.3,1.9,,,,,,,,,
10/14/1981,,LS,SWMP,1,8.50,13.0,8.80,210,27.0,,,11.62,89.2,0.0038,1.0,0.064,0.063,0.095,19.0,3.1,,,,,,,,,
10/14/1981,,MO,SWMP,1,8.25,12.0,10.60,439.0,17.0,,,31.82,144.5,0.039,0.6,0.054,0.053,1.161,19.9,4.3,,,,,,,,,
10/14/1981,,BR,SWMP,1,7.70,13.0,8.00,752.5,21.0,,,105.56,155.3,0.054,1.0,0.024,0.023,1.710,76.6,10.1,,,,,,,,,
10/28/1981,,MO,SWMP,1,8.35,9.0,12.40,460.8,15.0,,,33.33,148.7,0.031,1.3,0.032,0.031,1.605,24.5,4.3,,,,,,,,,
10/28/1981,,LS,SWMP,1,8.30,10.0,11.20,200,38.0,,,9.90,85.4,0.0092,18.3,0.202,0.184,0.185,22.8,12.8,,,,,,,,,
10/28/1981,,DR,SWMP,1,7.50,8.0,4.40,612.4,8.6,,,91.67,175.9,0.0092,2.3,0.022,0.019,2.565,61.5,19.8,,,,,,,,,
10/28/1981,,BR,SWMP,1,7.55,8.0,8.20,888.5,6.2,,,111.98,174.4,0.029,4.5,0.050,0.045,1.219,68.8,27.9,,,,,,,,,
11/10/1981,,MO,SWMP,1,8.30,6.0,8.20,486.6,12.0,,,38.59,138.8,0.005,,0.009,,2.088,22.6,3.1,,,,,,,,,
11/10/1981,,LS,SWMP,1,8.30,11.0,8.80,200,27.0,,,9.13,82.4,0.0103,1.6,0.012,0.011,0.218,19.8,4.6,,,,,,,,,
11/10/1981,,BR,SWMP,1,7.80,5.2,9.80,900.6,18.0,,,111.41,167.3,0.076,2.1,0.014,0.012,2.490,74.5,11.2,,,,,,,,,
11/10/1981,,DR,SWMP,1,7.55,6.2,7.20,540.5,17.0,,,101.09,178.5,0.0589,,0.022,,3.066,61.3,22.5,,,,,,,,,
11/24/1981,,LS,SWMP,1,8.15,,,,27.0,,,4.65,89.1,0.0870,3.2,0.008,0.004,0.067,13.7,0.2,,,,,,,,,
11/24/1981,,MO,SWMP,1,8.05,2.0,,495.8,7.5,,,38.37,155.7,0.098,4.8,0.043,0.038,1.036,18.9,1.5,,,,,,,,,
11/24/1981,,BR,SWMP,1,7.90,2.0,,775.8,6.5,,,78.49,158.0,0.139,29.2,1.710,1.681,1.776,82.8,20.2,,,,,,,,,
11/24/1981,,DR,SWMP,1,7.80,2.0,,385.0,7.2,,,90.70,168.8,0.1021,31.6,1.236,1.205,1.800,85.0,31.8,,,,,,,,,
12/9/1981,,MO,SWMP,1,8.30,0.0,14.20,574.2,11.0,,,49.43,155.8,0.008,3.8,0.048,0.045,0.745,31.1,3.1,,,,,,,,,
12/9/1981,,LS,SWMP,1,7.91,0.5,12.00,255,48.0,,,12.07,102.1,0.0071,6.8,0.311,0.305,0.159,24.4,7.0,,,,,,,,,
12/9/1981,,DR,SWMP,1,7.85,0.0,13.80,606.3,5.0,,,75.29,143.9,0.0719,31.0,2.366,2.335,1.533,85.5,19.4,,,,,,,,,
12/9/1981,,BR,SWMP,1,7.82,0.5,11.80,1127.7,4.0,,,81.03,150.9,0.127,52.9,2.441,2.388,1.566,85.8,29.5,,,,,,,,,
1/5/1982,,LS,SWMP,1,8.15,0.0,14.50,173,24.0,,,14.90,95.8,0.0492,6.3,0.491,0.484,0.620,16.0,32.2,,,,,,,,,Nitrate identified as suspect
1/5/1982,,DR,SWMP,1,7.80,1.5,14.60,700.4,76.0,,,37.50,64.0,0.0870,26.4,3.672,3.646,2.658,46.0,89.2,,,,,,,,,
1/5/1982,,MO,SWMP,1,8.00,-0.5,14.60,399.6,45.3,,,27.88,67.3,0.114,27.7,2.326,2.298,2.301,34.7,89.2,,,,,,,,,
1/5/1982,,BR,SWMP,1,7.70,-1.3,14.40,557.5,70.0,,,37.98,64.2,0.096,27.2,3.635,3.608,2.733,49.8,123.3,,,,,,,,,
1/19/1982,,MO,SWMP,1,8.10,-1.5,15.00,364.5,3.8,,,17.65,104.8,0.051,3.1,0.375,0.372,0.281,17.8,3.9,,,,,,,,,
1/19/1982,,LS,SWMP,1,7.90,1.5,16.80,350,5.5,,,45.10,194.0,0.1021,13.8,1.667,1.653,1.344,48.5,12.0,,,,,,,,,Nitrate identified as suspect
1/19/1982,,DR,SWMP,1,7.80,1.3,13.50,507.2,3.7,,,67.16,174.3,0.2359,73.0,2.568,2.495,4.230,89.7,15.5,,,,,,,,,
1/19/1982,,BR,SWMP,1,7.80,-1.0,13.10,1191.9,2.4,,,69.61,172.4,0.371,18.3,0.642,0.624,4.329,90.8,26.0,,,,,,,,,
2/16/1982,,LS,SWMP,1,7.75,-3.0,10.40,220,14.0,,,18.69,,0.3255,12.2,0.401,0.389,0.464,17.6,10.9,,,,,,,,,Nitrate identified as suspect
2/16/1982,,MO,SWMP,1,7.45,-3.0,14.20,1096.3,16.0,,,112.25,96.2,0.546,22.3,1.173,1.150,2.799,41.6,40.7,,,,,,,,,
2/16/1982,,BR,SWMP,1,7.50,-2.0,14.20,1094.4,14.0,,,128.97,,0.458,21.8,1.248,1.226,2.355,34.1,83.8,,,,,,,,,
2/16/1982,,DR,SWMP,1,,,,640.7,,,,,,,,,,,,,,,,,,,,,
3/2/1982,,LS,SWMP,1,7.95,-2.5,14.20,168,35.0,,,20.75,,0.2090,20.5,0.754,0.733,1.005,22.4,17.1,,,,,,,,,Nitrate identified as suspect
3/2/1982,,BR,SWMP,1,7.75,-2.0,14.60,417.1,43.0,,,27.83,,0.430,26.9,1.369,1.342,2.316,31.8,68.2,,,,,,,,,
3/2/1982,,MO,SWMP,1,7.70,-3.0,14.00,386.9,62.0,,,27.45,60.2,0.543,33.1,1.268,1.235,2.091,29.3,69.4,,,,,,,,,
3/2/1982,,DR,SWMP,1,,,,692.6,,,,,,,,,,,,,,,,,,,,,
3/16/1982,,LS,SWMP,1,7.90,-5.0,14.00,182,28.0,,,20.87,71.8,0.1733,16.9,0.525,0.508,1.146,20.6,17.8,,,,,,,,,Nitrate identified as suspect
3/16/1982,,MO,SWMP,1,7.80,2.0,13.40,535.0,28.0,,,41.26,89.9,0.249,26.7,1.701,1.675,2.187,36.1,24.0,,,,,,,,,
3/16/1982,,DR,SWMP,1,7.85,0.0,13.80,611.7,22.0,,,41.26,101.0,0.1021,16.4,2.612,2.595,2.871,41.6,29.1,,,,,,,,,
3/16/1982,,BR,SWMP,1,7.80,1.0,14.00,590.8,37.0,,,43.20,97.0,0.153,17.4,2.539,2.522,2.847,41.4,50.0,,,,,,,,,
3/30/1982,,MO,SWMP,1,7.85,7.0,,566.9,39.0,,,55.19,116.5,0.340,29.8,2.250,2.221,2.001,56.0,8.9,,,,,,,,,
3/30/1982,,LS,SWMP,1,7.80,6.0,,182,32.0,,,19.34,85.3,0.2446,14.0,0.566,0.552,1.089,19.6,21.7,,,,,,,,,Nitrate identified as suspect
3/30/1982,,DR,SWMP,1,8.00,8.0,,619.6,19.0,,,49.53,120.9,0.5933,24.9,2.623,2.598,1.584,62.2,24.8,,,,,,,,,
3/30/1982,,BR,SWMP,1,8.15,9.0,,583.2,6.1,,,49.06,124.8,0.821,33.1,2.519,2.486,1.590,62.9,27.1,,,,,,,,,
4/13/1982,,MO,SWMP,1,7.90,7.0,,350.5,55.0,,,24.75,83.4,0.263,13.8,1.372,1.358,1.587,25.1,13.2,,,,,,,,,
4/13/1982,,LS,SWMP,1,8.00,8.0,,200,62.0,,,18.32,81.7,0.2521,11.0,0.684,0.673,1.206,19.0,16.7,,,,,,,,,Nitrate identified as suspect
4/13/1982,,DR,SWMP,1,7.80,8.0,0.66,662.1,31.0,,,29.70,82.6,0.1194,12.0,1.829,1.817,1.737,34.7,28.3,,,,,,,,,
